text,user,location,Subject,state
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",ceegeeeeeee,New York,Joe Biden,New York
" Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according‚?¶",missb62,Colorado,Joe Biden,Colorado
 So is a crook named Joe Biden(D).,StopTheCoup2020,"Colorado, USA",Joe Biden,Colorado
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,Doxyma,Alabama,Joe Biden,Alabama
 You think Joe Biden forced Obama's endorsement by leveraging Obama's involvement in Hunter's overseas businesses?,techvestventure,"NC, CA, Germany",Joe Biden,California
 Joe Biden said he is going to eliminate fracking &amp; fossil fuels.The economy grew at the highest rate ever on Trump‚??s watc‚?¶,Jeffrey52095461,"Pennsylvania, USA",Joe Biden,Pennsylvania
" If Florida goes Blue, it's OVER."" -- Joe Biden",AlexSElliot,"Fort Lauderdale, FL",Joe Biden,Florida
 JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT ??®,smith_chadwick,"Raleigh, NC",Joe Biden,North Carolina
 Why these Jewish Republican national security experts are endorsing Joe Biden ,fishhomeagain,"Washington, USA",Joe Biden,Washington
 BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t‚?¶,Coach_Hellwig,"Medina, NY",Joe Biden,New York
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,Covid19cleaner,"Houston, Texas",Joe Biden,Texas
 Several Queens Village (NY) residents are receiving pre-filled out ballots for Joe Biden and being told to just send them b‚?¶,evansmp1,Colorado,Joe Biden,Colorado
" MONDAY: ""Joe Biden, Jill Biden, Kamala Harris, and Doug Emhoff to Barnstorm Pennsylvania"" ",wendynilsson,Texas,Joe Biden,Texas
 Imagine how strong the US economy would be right now if Joe Biden‚??s business partners hadn‚??t introduced the virus in s‚?¶,Dbone32,"North Carolina, 'Merica",Joe Biden,North Carolina
 The Economist endorses Joe Biden Trump is a destructive president. Re-election would reaffirm all his worst instincts.‚?¶,TUMillennials,"Charlotte, NC",Joe Biden,North Carolina
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",DangerATX,"Austin, TX",Joe Biden,Texas
 NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab‚?¶,LadyMOHAN,"King of Prussia, PA",Joe Biden,Pennsylvania
 Joe Biden is traveling to Minnesota tomorrow.Minnesota hasn‚??t elected a Republican to the White House since 1972.Joe‚?¶,jspellm,Texas,Joe Biden,Texas
" In the final days of the campaign, President Trump and Joe Biden appealed to voters in the battleground state of Florida, touting‚?¶",juliegargotta,"Orlando, FL",Joe Biden,Florida
" Winston Churchill‚??s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y‚?¶",covid_s,"Oregon, USA",Joe Biden,Oregon
 EXCLUSIVE: A cybersecurity expert told us that the 's smoking gun April 2015 Hunter Biden email from a Burisma exec‚?¶,LKrukowski,"Orchard Park, NY",Joe Biden,New York
" Sure is a funny way for Joe Biden to be on offense - campaigning in Minnesota, a state that Republicans haven't won in 48‚?¶",BrownYasmine,New York,Joe Biden,New York
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",RepeatOffender9,"memphis,TN",Joe Biden,Tennessee
 Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely‚?¶,discorabbittv,"North Carolina, USA",Joe Biden,North Carolina
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",SteveBrulePHDMD,"Los Angeles, CA",Joe Biden,California
 JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT ??®,Tlc3Terry1,"Fort Wayne, IN",Joe Biden,Indiana
 Glenn Greenwald quit the Intercept because the Intercept wouldnt publish his story diving into the corruption of Hunter B‚?¶,Jimmymack010,"Texas, USA",Joe Biden,Texas
" ‚??Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un‚?¶",HappyHarvFan,"Near Springfield, Missouri",Joe Biden,Missouri
" Charlie Cook mincing no words here."".. Joe Biden may well replicate Ronald Reagan‚??s 10-point victory over President‚?¶",NefariousNewt,NJ,Joe Biden,New Jersey
"This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Tex‚?¶ ",DoYouEvenLif,Minnesota,Joe Biden,Minnesota
 JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT ??®,texas_bourne,"Covfefe, TX",Joe Biden,Texas
" I did NOT fight cancer twice and win, battle Lupus every day to live through 4 more years of Donald Trump.He will DEST‚?¶",hegec4,"Kentucky, USA",Joe Biden,Kentucky
 Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don‚??t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence‚?¶,RPScott1,"Monticello, Indiana",Joe Biden,Indiana
 NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab‚?¶,Mfbarnett,"Mobile, AL",Joe Biden,Alabama
 Joe Biden is traveling to Minnesota tomorrow.Minnesota hasn‚??t elected a Republican to the White House since 1972.Joe‚?¶,PikeEcu,"South Carolina, USA",Joe Biden,South Carolina
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,MenchacaTina,Texas,Joe Biden,Texas
 STUNNING: Libertarian VP Candidate's Waffle House Tour in Ohio Is Outdrawing Joe Biden Rallies! ‚?¶,Arlie___,"Arlington, VA",Joe Biden,Virginia
" Joe Biden is the candidate of DOOM and GLOOM.Meanwhile, President  is bringing back our economy! ‚?¶",thebandanalady,Texas,Joe Biden,Texas
 Joe Biden has been endorsed by 81 Nobel Prize recipients and nearly 500 General and Admirals.  Donald Trump has been endo‚?¶,griffbos,"Boston, MA",Joe Biden,Massachusetts
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",LileewaLisa,"Kansas City, MO",Joe Biden,Missouri
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",BIGRAY57,"New York, NY",Joe Biden,New York
I stand with Joe Biden. I stand for truth over lies. #BidenHarrisLandslide2020 ,wendy_talmage,NY,Joe Biden,New York
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,Vince99364151,"Oregon, USA",Joe Biden,Oregon
" Elizabeth Warren wants to be Joe Biden's Treasury secretary and will make her case for it if he wins next week, according‚?¶",Hank29987175,"NH, CT",Joe Biden,Connecticut
" NEW: Joe Biden, Jill Biden, Kamala Harris and Doug Emhoff will *all* be campaigning in Pennsylvania on Monday ‚?? the day bef‚?¶",EricDavisMiddVT,"Vermont, USA",Joe Biden,Vermont
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,covid_s,"Oregon, USA",Joe Biden,Oregon
Ok with  shooting his lying mouth off about  accomplishments here is a link to the respect‚?¶ ,lisaannsharp,"Minnesota, USA",Joe Biden,Minnesota
" BREAKING REPORT: Joe Biden addressed a RECORD CROWD of 771 people among 365 cars at a drive-in rally in Atlanta, his lar‚?¶",RBarton68,"Anaheim, CA",Joe Biden,California
" Kamala Harris is not an asset to the Democratic ticket, she's a liability. Joe Biden would be winning by an even large‚?¶",BoddenMarlen,"New York, NY",Joe Biden,New York
 BREAKING: Joe Biden will hold a rally at Mitchell International Airport in Milwaukee tomorrow less than a week after t‚?¶,MEGAMAGAKAG,"Milwaukee, WI",Joe Biden,Wisconsin
 Joe Biden campaigns in Florida: ‚??I‚??m not going to shut down the economy. I‚??m not going to shut down the country. But I am going‚?¶,kateacosta5,"California, USA",Joe Biden,California
 Shameful ! This is a reckless Joe Biden campaign message. Where‚??s  to fact check this?!,jimsmith1953,"Katy, Texas",Joe Biden,Texas
" If you're hoping for a big difference between a Donald Trump Presidency and a Joe Biden Presidency, you will be sadly mi‚?¶",Solidarity____,"Westerville, OH",Joe Biden,Ohio
 Lil Wayne now being lynched by black folks because he is not supporting the guy the white liberal media says Black peo‚?¶,2liveloumando,"Miami, FL",Joe Biden,Florida
" MONDAY, the day before Election: Joe Biden, Jill Biden, Kamala Harris and Doug Emhoff will all campaign in Pennsylvania.",Fipplerip,"Michigan, USA",Joe Biden,Michigan
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",theprepsailor,"New York, NY",Joe Biden,New York
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,nomaddaddy,"New York, USA",Joe Biden,New York
 BREAKING: Elizabeth Warren wants to be Joe Biden's Treasury secretary if he wins.TED CRUZ predicted this,kate626,"Erie , Pennsylvania",Joe Biden,Pennsylvania
"Trump tried to link Joe Biden to China, but Trump is appeasing China's dictator:""Hong Kong activists turned away i‚?¶ ",RonSupportsYou,California,Joe Biden,California
 BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat‚?¶,wskyrnr21,"Maryland, USA",Joe Biden,Maryland
 Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely‚?¶,PatrickHueller,"St Paul, MN",Joe Biden,Minnesota
" Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. ",opie124,VA,Joe Biden,Virginia
" Joe Biden to campaign in Philadelphia on Sunday, the campaign says. On Monday -- Election Day eve -- Joe Biden, Jill B‚?¶",ShawnVee07,"Washington, DC Area",Joe Biden,Washington
" MANY Dems I know are strangely disinterested in anything to do with Biden family corruption, despite SMOKING GUNS Hunte‚?¶",Prosperous1776,"California, USA",Joe Biden,California
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",fischrn,MD,Joe Biden,Maryland
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,bannerite,"Illinois, USA",Joe Biden,Illinois
"  11% get up today and go vote. Get dressed now, drive thru Mickey D‚??s get a breakfast sa‚?¶ ",HornsFan1958,"Fayetteville, AR",Joe Biden,Arkansas
 We're FIVE DAYS out from an election. Why are we JUST NOW finding out that Hunter Biden and possibly even Joe Biden are‚?¶,GregFrancisco,"Louisville, KY",Joe Biden,Kentucky
 Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely‚?¶,sheppers68,"New York, NY",Joe Biden,New York
 NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab‚?¶,WaxMeisster,"West Windsor, NJ",Joe Biden,New Jersey
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",RealGigiWilson,"Chicago, IL",Joe Biden,Illinois
" Here we go! , ,  and  to ~barnstorm~ Pennsylvania on Monday, Nov. 2 #getmobilize‚?¶",CommodoreNelson,"Chapel Hill, North Carolina",Joe Biden,North Carolina
  There were also a lot he didn‚??t let down. It‚??s only ‚??disappointing‚?ù if you disagree with‚?¶ ,Chris5piece,"Tennessee, USA",Joe Biden,Tennessee
 JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT ??®,DonaldHills6,"Connecticut, USA",Joe Biden,Connecticut
 Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely‚?¶,OmarDRuiz,"Los Angeles, CA",Joe Biden,California
" Joe Biden to campaign in Philadelphia on Sunday, the campaign says. On Monday -- Election Day eve -- Joe Biden, Jill B‚?¶",CDL2004,"Huntsville, AL",Joe Biden,Alabama
  how come you keep crapping on polls? Very frustrating! Trump's murdering ppl and lying about this vir‚?¶ ,DianeShamp,"Boston, MA",Joe Biden,Massachusetts
 The Economist endorses Joe Biden Trump is a destructive president. Re-election would reaffirm all his worst instincts.‚?¶,shellij10,Delaware ,Joe Biden,Delaware
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,gary9758,"Iowa, USA",Joe Biden,Iowa
" Charlie Cook mincing no words here."".. Joe Biden may well replicate Ronald Reagan‚??s 10-point victory over President‚?¶",TedBrogan92485,"Philadelphia, PA",Joe Biden,Pennsylvania
 Omg CNN you are worse than MARSHA MARSHA MARSHAWhy don‚??t you report on JOE BIDEN AND HUNTER BIDEN reports and evidence‚?¶,Jules325,New Jersey,Joe Biden,New Jersey
" We are going up on radio in small, African American communities in Florida ‚?? places that neither party pays much attention‚?¶",SusanBlackeyed,New Mexico,Joe Biden,New Mexico
" At 3AM, Trump is tweeting that the only way Biden can win the White House is if the Supreme Court were to help make ‚??such‚?¶",star1965,"Interlaken, NJ",Joe Biden,New Jersey
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,lividddh,"TX, USA",Joe Biden,Texas
 Joe Biden FAILED BADLY with the Swine Flu Epidemic. He knows nothing. All talk and no action!,Trendkill_101,"Livonia, MI",Joe Biden,Michigan
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,ltanner70,"Connecticut, USA",Joe Biden,Connecticut
 Fun to think about how we learned today that Trump and Barr did with Turkey the exact thing Trump and his fans are falsely‚?¶,janet_duvall,"Tulsa, OK",Joe Biden,Oklahoma
 Lil Wayne endorsement means Liberal Black women will have a harder time trying to guilt Black Men into voting for Joe‚?¶,HeyLaraHi,"Florida, USA",Joe Biden,Florida
 BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat‚?¶,pschramm8,"Louisiana, USA",Joe Biden,Louisiana
‚??You are again calling for infrastructure spending. Why should people believe you will do this time what you failed‚?¶ ,WashTimesOpEd,"Washington, D.C.",Joe Biden,Washington
"Since Joe Biden has no new ideas to address the pandemic, he offers himself as a protector, a cheerful good fairy w‚?¶ ",citizen102085,"Edgeworth, PA",Joe Biden,Pennsylvania
" NEW: Joe Biden is pledging that if he‚??s elected president, he will sign an executive order to form a task force that will f‚?¶",justjoe62,"Palm Beach, FL",Joe Biden,Florida
"OPINION | CHENContributing Columnist Lillian Chen urges Asian Americans to vote for Joe Biden, arguing this is th‚?¶ ",princetonian,"Princeton, NJ",Joe Biden,New Jersey
 NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab‚?¶,CarolMolinari1,"Texas, USA",Joe Biden,Texas
"   Notice even you just say he's commingled ""unethically"" -- not illegally -‚?¶ ",BuiltTough84,"Maryland, USA",Joe Biden,Maryland
" Yesterday Trump and Biden supporters clashed at the Joe Biden rally in Warm Springs, Georgia. ??≥?§≥",Congotelli,"Texas, USA",Joe Biden,Texas
" This is what is keeping me up at night besides my insomnia. When Joe Biden wins, there is still around 90 days until his‚?¶",kirchoff_sherry,"Denver, CO",Joe Biden,Colorado
 We're FIVE DAYS out from an election. Why are we JUST NOW finding out that Hunter Biden and possibly even Joe Biden are‚?¶,SRussP1,"Kansas City, MO",Joe Biden,Missouri
" For those who think basement dweller Joe Biden, bagman and lid lover, could ‚??lead‚?ù the economic recovery from the pande‚?¶",OmnikTWR,"Michigan, USA",Joe Biden,Michigan
"  You have all the talking points, but Trump lies. US has the lowest fatality rate of any count‚?¶ ",HinckJon,"Portland, ME",Joe Biden,Maine
"You don't say...""Former Vice President Joe Biden is favored to win the U.S. election no matter if you look at bet‚?¶ ",AetherCzar,"Huntsville, Alabama",Joe Biden,Alabama
 BREAKING: Elizabeth Warren wants to be Joe Biden's Treasury secretary if he wins.TED CRUZ predicted this,SgmGirl,"Philadelphia, PA",Joe Biden,Pennsylvania
"For Joe Biden to make good on his overtures to the left, progressives don't want him to just win next week‚??they wan‚?¶ ",s3bland57,"Madison, WI",Joe Biden,Wisconsin
"Opinion: Donald Trump's four years in office have traumatized the nation, ¬†writes. Joe Biden can help us‚?¶ ",DMRegister,"Des Moines, Iowa, USA",Joe Biden,Iowa
  . foresees a short second term for Mike Pence (if he wins) as Ivanka Trump steps i‚?¶ ,ShermanShowPod,"Los Angeles, CA",Joe Biden,California
" BREAKING:  After finishing his speech in Broward County, Florida, Joe Biden just ran off the stage.  Trump can't even wa‚?¶",EdwardTRoberts3,"Strongsville, OH",Joe Biden,Ohio
" NANCY PELOSI: ""Whatever the end count is on the election that occurs on Tuesday, he (Joe Biden) will be elected &amp; on Janu‚?¶",tefta2,"Connecticut, USA ??∫??∏",Joe Biden,Connecticut
   Joe Biden = Old Rich White Guy,Bostonbeees,"North Providence, RI",Joe Biden,Rhode Island
" ‚?¢ Joe Biden is traveling to Iowa, Minnesota and Wisconsin Friday‚?¢ President Trump will be in Michigan and Wisconsin‚?¢ Vice Presi‚?¶",LindaKWS1,Texas,Joe Biden,Texas
" ‚??Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un‚?¶",PattiPage,"Pittsburgh, PA",Joe Biden,Pennsylvania
 Lil Wayne now being lynched by black folks because he is not supporting the guy the white liberal media says Black peo‚?¶,tkarizona,"Scottsdale, AZ",Joe Biden,Arizona
   He is entitle to support him but we are also entitle not to spend our hard earn‚?¶ ,rqmorrel,"South Carolina, USA",Joe Biden,South Carolina
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",anaphoristand,"Portland, OR",Joe Biden,Oregon
" Charlie Cook mincing no words here."".. Joe Biden may well replicate Ronald Reagan‚??s 10-point victory over President‚?¶",wonderfunk99,"Eau Claire, WI",Joe Biden,Wisconsin
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,TeresaPauley2,Florida,Joe Biden,Florida
 Lil Wayne now being lynched by black folks because he is not supporting the guy the white liberal media says Black peo‚?¶,jacfkennedy1963,"Texas, USA",Joe Biden,Texas
 Fox News cut away from Donald Trump's campaign rally in Florida and aired Joe Biden's campaign rally speech in full.,Klesha1973,"Sioux City, IA",Joe Biden,Iowa
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,TA_Morris,"Desoto, Texas",Joe Biden,Texas
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",tcischke13,"Kentucky, USA",Joe Biden,Kentucky
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",RachelTheResist,"Illinois, USA",Joe Biden,Illinois
" Larry Kudlow: Joe Biden's economic plan would crush US economy, decimate jobs. ",retlawman344,"Grafton, OH",Joe Biden,Ohio
" That may be true, but shouldn‚??t journalists in the media look into these uncorroborated comments and ema‚?¶ ",MichaelHoeschel,"Topeka, KS",Joe Biden,Kansas
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",MikeSkipperret,"California, USA",Joe Biden,California
" It should have been public knowledge months ago that Hunter Biden, and possibly Joe Biden, are under investigation by th‚?¶",jlenny78,"Lebanon, OH",Joe Biden,Ohio
 . - THE REAL SCANDAL: U.S. MEDIA USES FALSEHOODS TO DEFEND JOE BIDEN FROM HUNTER‚??S EMAILS ,OrtegaZak,"Ramona, CA",Joe Biden,California
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",craftychick17,"Burlington, VT",Joe Biden,Vermont
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",danib1949,"Colorado, USA",Joe Biden,Colorado
 I just finished my evening clinic - the majority of my patients were uninsured - many suffering b/c the wealthiest nat‚?¶,fedup6725,"Florida, USA",Joe Biden,Florida
 The FBI MUST IMMEDIATELY identify if JOE BIDEN is under criminal investigation with the news that Hunter Biden and his b‚?¶,realTreyMoran,"Boston, MA - Old Westbury, NY",Joe Biden,New York
" ‚??Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un‚?¶",JackieNew182,"Redding, CA",Joe Biden,California
Joe Biden: I want your vote to become your next president ‚?? here‚??s what I will do for you and our nation‚?¶ ,BigDaddy228808,"North Carolina, USA",Joe Biden,North Carolina
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",dolphinman47,"Los Angeles, CA",Joe Biden,California
 The Economist endorses Joe Biden Trump is a destructive president. Re-election would reaffirm all his worst instincts.‚?¶,joncoopertweets,New York,Joe Biden,New York
 It's amazing how some of the candidates who lost to Joe Biden in the primaries have truly emerged as superstars as surrogat‚?¶,MyWifeIsFunnier,"Columbus, OH",Joe Biden,Ohio
" Kamala Harris is not an asset to the Democratic ticket, she's a liability. Joe Biden would be winning by an even large‚?¶",litsocialist,"Georgia, USA",Joe Biden,Georgia
 Trump Campaign Calls On Joe Biden To Respond To Report That Hunter Biden Under Criminal Investigation ‚?¶,mytjake,"Ramah, NM",Joe Biden,New Mexico
" If Sleepy Joe Biden is actually elected President, the 4 Justices (plus1) that helped make such a ridiculous win possi‚?¶",pamellasiemers,"Omaha, NE",Joe Biden,Nebraska
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,niece1952,"New Jersey, USA",Joe Biden,New Jersey
" Every CNN show should end with ""I'm Joe Biden, and I approved this message.""",peejer_821,"Ballwin, MO",Joe Biden,Missouri
 NBC is trying to dupe you into thinking the Biden pay-to-play scandal has been debunked. It has not.This NBC tweet is ab‚?¶,AmLeUSA,Maine,Joe Biden,Maine
   I also work in PA. Haha. The mail is not being delayed. It‚??s overwhelmed by‚?¶ ,jackquilblack,"Scranton, PA",Joe Biden,Pennsylvania
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,_pantsuit,"Dallas, TX",Joe Biden,Texas
" If Joe Biden was willing to sacrifice his own son in order in lining his pockets, what do you think he‚??ll do to us?",joshmendez79,Ohio,Joe Biden,Ohio
 Meet the 'shy' Biden voters quietly living in Pennsylvania's Trump country ,RBryantLAT,"Los Angeles, CA",Joe Biden,California
" Unfortunately, I believe that they could have Joe Biden on video committing any number of felonies and‚?¶ ",Ready_America,"Louisiana, USA",Joe Biden,Louisiana
.  Churchill granddaughter: Trump is no Churchill   via ,Katana134,"California, USA",Joe Biden,California
" A 64-page document asserting an elaborate conspiracy theory involving Joe Biden's son and business in China, that was later di‚?¶",plethora_pinata,"Frisco, TX",Joe Biden,Texas
" If Joe Biden was willing to sacrifice his own son in order in lining his pockets, what do you think he‚??ll do to us?",13sjwWalker,"Tulsa, OK",Joe Biden,Oklahoma
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",jwhitneydavis,"Baton Rouge, LA",Joe Biden,Louisiana
" If you elect Joe Biden, this white supremacist will stop collecting a salary from the taxpayers. ",THE_Nasty_Woman,"Massachusetts, USA",Joe Biden,Massachusetts
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,PamelafBrockman,"Colorado, USA",Joe Biden,Colorado
" Winston Churchill‚??s granddaughter, Edwina Sandys, joins the fight.""I rarely wade into the political waters, but this y‚?¶",micheleabramso2,"Michigan, USA",Joe Biden,Michigan
" Powerful op-ed by Edwina Sandys, ""I rarely wade into the political waters, but this year, at this moment, I am joining Repu‚?¶",dolphinman47,"Los Angeles, CA",Joe Biden,California
" I know I'll take arrows for this, but that's okay.Progressives, I need you all to vote for Joe Biden. We've made enormous‚?¶",KyleCarlson31,"Clive, IA",Joe Biden,Iowa
 ‚??BREAKING:DOJ officials confirm Hunter Biden and his business associates are currently under ACTIVE criminal investigat‚?¶,RiseClemson,Kentucky,Joe Biden,Kentucky
" Joe Biden told a drive-in rally in Tampa, Florida, on Thursday evening that Democrats were about to change America ""for‚?¶",gigikeno1,"Kenosha, WI",Joe Biden,Wisconsin
Biden Whistleblower Tony Bobulinski: Joe Biden‚??s Claim That He Knew Nothing About Hunter Biden‚??s China Deals Is A ‚??‚?¶ ,SeanMConnelly,"Jersey City, New Jersey",Joe Biden,New Jersey
" This is how I want election night to go.Wolf Blitzer: ‚??Hello, and we have a projection that Joe Biden has won Texas aaa‚?¶",smith_konnie,"Oregon, USA",Joe Biden,Oregon
THU. AM AVERAGED NATL. POLLS  538 AZ  Joe  up IOWA  Joe .3 downFL Joe .9 down   MICHIGAN Joe .6 up‚?¶ ,stephencrose,"Manhattan, NY",Joe Biden,New York
" Tomorrow, four days before the election, Joe Biden will visit Minnesota, a state that hasn't gone to a Republican candidat‚?¶",TheRealJen24,"Ambler,  Pennsylvania",Joe Biden,Pennsylvania
  Democrats will be left with a mess if they win because Trump is making sure the virus spreads uncontrollabl‚?¶,DDDemoKrat,"Florida, USA",Joe Biden,Florida
Here comes #SinglePayer and #OpenBorders if #JoeBiden wins....,WilkowMajority,New Jersey,Joe Biden,New Jersey
" ‚??Biden is running on the conviction that, despite it all, Americans deeply love their country, and viscerally long for its un‚?¶",kluckey,"Papillion, NE",Joe Biden,Nebraska
 JOE BIDEN IS AN ACTIVE NATIONAL SECURITY THREAT ??®,Scollips,"Park Forest, IL",Joe Biden,Illinois
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,BaldwinTinita,"Maryland, USA",Joe Biden,Maryland
 Hunter Biden could snort a rail of cocaine off a strippers ass in the middle of 5th Avenue while texting his dad and I‚?¶,KnowSteaks,"New York, USA",Joe Biden,New York
      Joe Biden and his entire family need to be arrested on Nov 4th!,MikeHorner2,"Savannah, GA",Joe Biden,Georgia
" Sure is a funny way for Joe Biden to be on offense - campaigning in Minnesota, a state that Republicans haven't won in 48‚?¶",TheRealJen24,"Ambler,  Pennsylvania",Joe Biden,Pennsylvania
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,GpsmanMike,"North Carolina, Formerly NJ",Joe Biden,North Carolina
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,ChooChooLife,"Powder Springs, GA",Joe Biden,Georgia
" Joe Biden, who met with Hunter Biden's business partners about shady deals with the communist Chinese government and then lie‚?¶",debjensenmysd,"Virginia, USA",Joe Biden,Virginia
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",WorksLens,"Washington, DC",Joe Biden,Washington
" Hey Rudy, we tried warning you that this desperate attempt to smear Joe and Hunter Biden had the fingerprints of a for‚?¶",vbcbi1,"Miami, FL",Joe Biden,Florida
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,southernBlu_Bel,"Decatur, GA ",Joe Biden,Georgia
 Exactly how many died yesterday? How many have died so far? How many more are projected to die if‚?¶ ,alleganhunt,"Texas, USA",Joe Biden,Texas
 You know why most of the #HunterBiden stories never made much sense to me? Because Joe Biden was in the White House fro‚?¶,DGhost11,"Miami, FL",Joe Biden,Florida
" Now that NBC has exposed the bogus Hunter Biden smears and discovered that a fake man named ""Martin Aspen"" was behind it‚?¶",onlylysa,"Louisiana, USA",Joe Biden,Louisiana
" Susan Collins would like us all to know that she could work with Joe Biden.Somehow, I suspect we won't need that bit o‚?¶",StephanieYench1,"Oregon, USA",Joe Biden,Oregon
 Joe Biden‚??s national press secretary refuses TWICE to deny that the Hunter Biden laptop &amp; emails are authentic. ‚?¶,ChucksWife1973,"Missouri, Show Me State!",Joe Biden,Missouri
 So the FBI has had an active money laundering investigation into the family of the Democrat Presidential Nominee since‚?¶,SamuelTupper,"Carlsbad, NM",Joe Biden,New Mexico
" When asked if he‚??d support cutting funding for law enforcement, Joe Biden actually said, ‚??Yes, absolutely.‚?ù Under Preside‚?¶",harrygato,Texas,Joe Biden,Texas
